2018-10-08,2018-10-14,17,
2018-10-15,2018-10-21,35,
2018-10-22,2018-10-28,95,
2018-10-29,2018-11-04,25,
2018-11-05,2018-11-11,83,
2018-11-12,2018-11-18,148,
2018-11-19,2018-11-25,0,
2018-11-26,2018-12-02,53,
2018-12-03,2018-12-09,146,
2018-12-10,2018-12-16,0,
2018-12-17,2018-12-23,0,
2018-12-24,2018-12-30,7,
2018-12-31,2019-01-06,69,
2019-01-07,2019-01-13,0,
2019-01-14,2019-01-20,1,
2019-01-21,2019-01-27,0,
2019-01-28,2019-02-03,0,
2019-02-04,2019-02-10,0,
2019-02-11,2019-02-17,0,
2019-02-18,2019-02-24,0,
2019-02-25,2019-03-03,0,
2019-03-04,2019-03-10,24,
2019-03-11,2019-03-17,0,
2019-03-18,2019-03-24,0,
2019-03-25,2019-03-31,0,
2019-04-01,2019-04-07,192,
2019-04-08,2019-04-14,176,
2019-04-15,2019-04-21,47,
2019-04-22,2019-04-28,3,
2019-04-29,2019-05-05,68,
2019-05-06,2019-05-12,4,
2019-05-13,2019-05-19,0,
2019-05-20,2019-05-26,0,
2019-05-27,2019-06-02,0,
2019-06-03,2019-06-09,0,
2019-06-10,2019-06-16,32,
2019-06-17,2019-06-23,21,
2019-06-24,2019-06-30,0,
2019-07-01,2019-07-07,0,
2019-07-08,2019-07-14,28,
2019-07-15,2019-07-21,26,
2019-07-22,2019-07-28,0,
2019-07-29,2019-08-04,168,
2019-08-05,2019-08-11,18,
2019-08-12,2019-08-18,0,
2019-08-19,2019-08-25,0,
2019-08-26,2019-09-01,0,
2019-09-02,2019-09-08,0,
2019-09-09,2019-09-15,74,
2019-09-16,2019-09-22,0,
2019-09-23,2019-09-29,70,
2019-09-30,2019-10-06,212,
2019-10-07,2019-10-13,94,
2019-10-14,2019-10-20,220,
2019-10-21,2019-10-27,120,
2019-10-28,2019-11-03,161,
2019-11-04,2019-11-10,69,
2019-11-11,2019-11-17,71,
2019-11-18,2019-11-24,86,
2019-11-25,2019-12-01,15,
2019-12-02,2019-12-08,129,
2019-12-09,2019-12-15,66,
2019-12-16,2019-12-22,112,
2019-12-23,2019-12-29,67,
2019-12-30,2020-01-05,62,
2020-01-06,2020-01-12,46,
2020-01-13,2020-01-19,83,
2020-01-20,2020-01-26,164,
2020-01-27,2020-02-02,0,
2020-02-03,2020-02-09,0,
2020-02-10,2020-02-16,0,
2020-02-17,2020-02-23,0,
2020-02-24,2020-03-01,5,
2020-03-02,2020-03-08,68,
2020-03-09,2020-03-15,19,
2020-03-16,2020-03-22,332,
2020-03-23,2020-03-29,307,
2020-03-30,2020-04-05,246,
2020-04-06,2020-04-12,132,
2020-04-13,2020-04-19,123,
2020-04-20,2020-04-26,179,
2020-04-27,2020-05-03,60,
2020-05-04,2020-05-10,224,
2020-05-11,2020-05-17,70,
2020-05-18,2020-05-24,266,
2020-05-25,2020-05-31,115,
2020-06-01,2020-06-07,165,
2020-06-08,2020-06-14,263,
2020-06-15,2020-06-21,339,
2020-06-22,2020-06-28,84,
2020-06-29,2020-07-05,78,
2020-07-06,2020-07-12,127,
2020-07-13,2020-07-19,88,
2020-07-20,2020-07-26,307,
2020-07-27,2020-08-02,260,
2020-08-03,2020-08-09,221,
2020-08-10,2020-08-16,177,
2020-08-17,2020-08-23,126,
2020-08-24,2020-08-30,223,
2020-08-31,2020-09-06,145,
2020-09-07,2020-09-13,126,
2020-09-14,2020-09-20,0,
2020-09-21,2020-09-27,99,
2020-09-28,2020-10-04,0,
2020-10-05,2020-10-11,0,
2020-10-12,2020-10-18,181,
2020-10-19,2020-10-25,88,
2020-10-26,2020-11-01,82,
2020-11-02,2020-11-08,0,
2020-11-09,2020-11-15,36,
2020-11-16,2020-11-22,35,
2020-11-23,2020-11-29,140,
2020-11-30,2020-12-06,212,
2020-12-07,2020-12-13,198,
2020-12-14,2020-12-20,248,
2020-12-21,2020-12-27,264,
2020-12-28,2021-01-03,275,
2021-01-04,2021-01-10,58,
2021-01-11,2021-01-17,255,
2021-01-18,2021-01-24,285,
2021-01-25,2021-01-31,17,
2021-02-01,2021-02-07,177,
2021-02-08,2021-02-14,125,
2021-02-15,2021-02-21,268,
2021-02-22,2021-02-28,316,
2021-03-01,2021-03-07,253,
2021-03-08,2021-03-14,56,
2021-03-15,2021-03-21,353,
2021-03-22,2021-03-28,379,
2021-03-29,2021-04-04,320,
2021-04-05,2021-04-11,321,
2021-04-12,2021-04-18,244,
2021-04-19,2021-04-25,214,
2021-04-26,2021-05-02,305,
2021-05-03,2021-05-09,220,
2021-05-10,2021-05-16,359,
2021-05-17,2021-05-23,311,
2021-05-24,2021-05-30,166,
2021-05-31,2021-06-06,363,
2021-06-07,2021-06-13,452,
2021-06-14,2021-06-20,28,
2021-06-21,2021-06-27,382,
2021-06-28,2021-07-04,227,
2021-07-05,2021-07-11,0,
2021-07-12,2021-07-18,2,
2021-07-19,2021-07-25,264,
2021-07-26,2021-08-01,248,
2021-08-02,2021-08-08,142,
2021-08-09,2021-08-15,328,
2021-08-16,2021-08-22,372,
2021-08-23,2021-08-29,186,
2021-08-30,2021-09-05,225,
2021-09-06,2021-09-12,197,
2021-09-13,2021-09-19,352,
2021-09-20,2021-09-26,333,
2021-09-27,2021-10-03,112,
2021-10-04,2021-10-10,354,
2021-10-11,2021-10-17,412,
2021-10-18,2021-10-24,372,
2021-10-25,2021-10-31,72,
2021-11-01,2021-11-07,27,
2021-11-08,2021-11-14,229,
2021-11-15,2021-11-21,322,
2021-11-22,2021-11-28,134,
2021-11-29,2021-12-05,126,
2021-12-06,2021-12-12,258,
2021-12-13,2021-12-19,189,
2021-12-20,2021-12-26,113,
2021-12-27,2022-01-02,261,
2022-01-03,2022-01-09,65,
2022-01-10,2022-01-16,138,
2022-01-17,2022-01-23,49,
2022-01-24,2022-01-30,262,
2022-01-31,2022-02-06,296,
2022-02-07,2022-02-13,200,
2022-02-14,2022-02-20,134,
2022-02-21,2022-02-27,252,
2022-02-28,2022-03-06,240,
2022-03-07,2022-03-13,221,
2022-03-14,2022-03-20,103,
2022-03-21,2022-03-27,294,
2022-03-28,2022-04-03,331,
2022-04-04,2022-04-10,46,
2022-04-11,2022-04-17,70,
2022-04-18,2022-04-24,267,
2022-04-25,2022-05-01,249,
2022-05-02,2022-05-08,236,
2022-05-09,2022-05-15,48,
2022-05-16,2022-05-22,139,
2022-05-23,2022-05-29,176,
2022-05-30,2022-06-05,376,
2022-06-06,2022-06-12,395,
2022-06-13,2022-06-19,334,
2022-06-20,2022-06-26,169,
2022-06-27,2022-07-03,351,
2022-07-04,2022-07-10,279,
2022-07-11,2022-07-17,55,
2022-07-18,2022-07-24,39,
2022-07-25,2022-07-31,17,
2022-08-01,2022-08-07,152,
2022-08-08,2022-08-14,197,
2022-08-15,2022-08-21,380,
2022-08-22,2022-08-28,81,
2022-08-29,2022-09-04,301,
2022-09-05,2022-09-11,315,
2022-09-12,2022-09-18,348,
2022-09-19,2022-09-25,103,
2022-09-26,2022-10-02,150,
2022-10-03,2022-10-09,4,
2022-10-10,2022-10-16,103,
2022-10-17,2022-10-23,357,
2022-10-24,2022-10-30,267,
2022-10-31,2022-11-06,95,
2022-11-07,2022-11-13,337,
2022-11-14,2022-11-20,396,
